i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	link
3807	3807	2BvR1777/00	17.07.2002	2	NA	NA	 Vizepräsident Hassemer Sommer Jentsch Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff  	Hassemer, Sommer, Jentsch, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff	Hassemer, Sommer, Jentsch, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/07/rs20020717_2bvr177700.html;jsessionid=59ED51B995DF1CA45FFC98403D79545E.2_cid393
3808	3808	2BvR328/09	20.07.2009	2	3	3	 den Vizepräsidenten Voßkuhle den Richter Mellinghoff die Richterin Lübbe-Wolff  	Voßkuhle, Mellinghoff, Lübbe-Wolff	Voßkuhle, Mellinghoff, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/07/rk20090720_2bvr032809.html;jsessionid=223BE4E499EDA1D5FD8CBC18639C0383.2_cid393
3809	3809	2BvR2435/10	26.11.2010	2	1	1	 den Präsidenten Voßkuhle den Richter Gerhardt die Richterin Hermanns  	Voßkuhle, Gerhardt, Hermanns	Voßkuhle, Gerhardt, Hermanns	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/11/rk20101126_2bvr243510.html;jsessionid=2F6AF355F2566CA6A29CC43926CC2780.2_cid392
3810	3810	2BvC1/00	24.10.2000	2	NA	NA	 Präsidentin Limbach Sommer Jentsch Hassemer Broß Osterloh Di Fabio  	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, Di Fabio	Limbach, Sommer, Jentsch, Hassemer, Broß, Osterloh, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/10/cs20001024_2bvc000100.html;jsessionid=83EDC6D8C7B0ED4F90F11B1DE9C590A2.2_cid361
3811	3811	1BvR1047/96	26.04.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/04/rk19990426_1bvr104796.html;jsessionid=BD48352A2F29D6206982799894B79B90.2_cid361
3812	3812	1BvR386/09	22.04.2009	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/04/rk20090422_1bvr038609.html;jsessionid=C26C1EC7F93BD21D4024DF0CED9319A7.2_cid393
3813	3813	1BvR857/07	31.05.2011	1	NA	NA	 Vizepräsident Kirchhof Gaier Eichberger Schluckebier Masing Paulus Baer Britz  	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/05/rs20110531_1bvr085707.html;jsessionid=46E53AE43E574E18A0AF3B1A3EB64859.2_cid383
3814	3814	2BvR1713/01	23.10.2001	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/10/rk20011023_2bvr171301.html;jsessionid=B11A81811946F08052985C323C43A4F8.2_cid393
3815	3815	1BvR605/02	21.06.2002	1	3	3	 den Präsidenten Papier die Richterinnen Haas Hohmann-Dennhardt  	Papier, Haas, Hohmann-Dennhardt	Papier, Haas, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/rk20020621_1bvr060502.html;jsessionid=81488CACDF83D350EC28126667CAF0CD.2_cid361
3816	3816	2BvC25/96	14.01.1998	2	NA	NA	 Präsidentin Limbach   Graßhof   Kruis   Kirchhof   Winter   Sommer   Jentsch   Hassemer  	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer	Limbach, Graßhof, Kruis, Kirchhof, Winter, Sommer, Jentsch, Hassemer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/01/cs19980114_2bvc002596.html;jsessionid=4B93D775BB7CA301752E33617002A370.2_cid383
3817	3817	1BvL18/98	20.04.2000	1	1	1	 Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/04/lk20000420_1bvl001898.html;jsessionid=3B0E612C7AB66A190BA8A353BB8437A6.2_cid392
3818	3818	1BvR1571/02	26.01.2005	1	3	NA	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/01/rk20050126_1bvr157102.html;jsessionid=4017AEF74D2121EF3C7F536A017EA1F4.2_cid361
3819	3819	1BvR661/06	04.11.2010	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/11/rk20101104_1bvr066106.html;jsessionid=228C28E4A59657A72BE14AD75450A316.2_cid393
3820	3820	2BvR2515/12	06.10.2015	2	1	1	 den Präsidenten Voßkuhle   den Richter Landau   die Richterin Hermanns  	Voßkuhle, Landau, Hermanns	Voßkuhle, Landau, Hermanns	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151006_2bvr251512.html;jsessionid=303A0F4F82CB77074C1DC0AB09335599.2_cid394
3821	3821	2BvR890/06	12.05.2009	2	NA	NA	 Vizepräsident Voßkuhle Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt Landau  	Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	Voßkuhle, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/05/rs20090512_2bvr089006.html;jsessionid=AB31DB85DDC0F477CD979CA6A631A530.2_cid383
3822	3822	1BvR1870/02	04.12.2002	1	3	3	 den Präsidenten Papier die Richterinnen Haas Hohmann-Dennhardt  	Papier, Haas, Hohmann-Dennhardt	Papier, Haas, Hohmann-Dennhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/12/rk20021204_1bvr187002.html;jsessionid=6F98A1F18B9CCD72CCF938B131471E97.2_cid392
3823	3823	2BvR2085/05	16.02.2006	2	NA	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/02/rk20060216_2bvr208505.html;jsessionid=18F44C7AE491302A254C32B13A7DDB98.2_cid370
3824	3824	2BvR654/02	16.12.2002	2	3	3	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/12/rk20021216_2bvr065402.html;jsessionid=F148D9668A708720D669972701C22C71.2_cid394
3825	3825	2BvR378/98	27.05.1998	2	1	1	 die Richter Sommer Jentsch Hassemer  	Sommer, Jentsch, Hassemer	Sommer, Jentsch, Hassemer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/05/rk19980527_2bvr037898.html;jsessionid=EFE7433ECAE7D249DEEAD8C24D74499E.2_cid392
3826	3826	2BvR1119/052BvR1120/052BvR1497/05	09.07.2009	2	1	1	 die Richterin Osterloh die Richter Mellinghoff Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/07/rk20090709_2bvr111905.html;jsessionid=223BE4E499EDA1D5FD8CBC18639C0383.2_cid393
3827	3827	1BvR819/02	31.10.2002	1	NA	NA	 des Präsidenten Papier der Richterinnen Jaeger Haas der Richter Hömig Steiner der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde  	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	Papier, Jaeger, Haas, Hömig, Steiner, Hohmann-Dennhardt, Hoffmann-Riem, Bryde	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/10/rs20021031_1bvr081902.html;jsessionid=D7932414D1E859D50676BCFE4BA65281.2_cid393
3828	3828	1BvR1796/06	11.10.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/10/rk20061011_1bvr179606.html;jsessionid=66CF20F6A4C4935A2BA066D7811F2B05.2_cid394
3829	3829	2BvR2353/99	24.02.2000	2	3	3	 Hassemer Broß Di Fabio  	Hassemer, Broß, Di Fabio	Hassemer, Broß, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/02/rk20000224a_2bvr235399.html;jsessionid=E6D27025F516174CE550A30F2FF18845.2_cid361
3830	3830	2BvR1410/00	13.06.2001	2	2	2	 den Richter Sommer die Richterin Osterloh den Richter Di Fabio  	Sommer, Osterloh, Di Fabio	Sommer, Osterloh, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/06/rk20010613_2bvr141000.html;jsessionid=776EFCE80ED77AD6FD924C29EC35C289.2_cid394
3831	3831	2BvR231/06	15.02.2006	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/02/rk20060215_2bvr023106.html;jsessionid=18F44C7AE491302A254C32B13A7DDB98.2_cid370
3832	3832	1BvR2449/14	09.12.2015	1	3	3	 den Vizepräsidenten Kirchhof   den Richter Masing   die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/12/rk20151209_1bvr244914.html;jsessionid=FFC9B6C5B9FD35FB5031E68E4DE7A85D.2_cid393
3833	3833	1BvR1036/14	26.02.2015	1	3	3	 den Vizepräsidenten Kirchhof   den Richter Masing   die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/02/rk20150226_1bvr103614.html;jsessionid=02A97138CC4D3E268DA47CE6311E251A.2_cid394
3834	3834	2BvQ55/13	06.12.2013	2	2	2	 den Richter Gerhardt die Richterin Hermanns den Richter Müller  	Gerhardt, Hermanns, Müller	Gerhardt, Hermanns, Müller	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/12/qk20131206_2bvq005513.html;jsessionid=D7CD76039F23C1C7143C2B985AAF68ED.2_cid394
3835	3835	1BvR1007/13	12.04.2013	1	3	3	 den Vizepräsidenten Kirchhof den Richter Masing die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/04/rk20130412_1bvr100713.html;jsessionid=660012EDDACF380FCD1C9014DAAEE97A.2_cid383
3836	3836	2BvR2063/00	21.08.2001	2	4	4	 die Richterin Präsidentin Limbach die Richter Jentsch Di Fabio  	Limbach, Jentsch, Di Fabio	Limbach, Jentsch, DiFabio	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010821_2bvr206300.html;jsessionid=A3A45206CD447D2B760C06E246207FAF.2_cid370
3837	3837	2BvR1261/00	31.07.2000	2	3	3	 Richter Hassemer Broß die Richterin Osterloh  	Hassemer, Broß, Osterloh	Hassemer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/07/rk20000731_2bvr126100.html;jsessionid=D4AD9B61D4474C4C6C5EB8A9B13A7804.2_cid393
3838	3838	1BvR668/101BvR2104/10	25.06.2014	1	NA	NA	 Vizepräsident Kirchhof Gaier Eichberger Schluckebier Masing Paulus Baer Britz  	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, , Britz	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/06/rs20140625_1bvr066810.html;jsessionid=01FD6332C776CDBC071087ED0637D947.2_cid361
3839	3839	2BvR1064/08	09.01.2009	2	1	1	 die Richterin Osterloh den Richter Mellinghoff den Richter Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/01/rk20090109_2bvr106408.html;jsessionid=40C0624DAA787F9CE093202B006C7133.2_cid370
3840	3840	2BvR1715/032BvR1716/032BvR1717/03	02.10.2007	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/10/rk20071002_2bvr171503.html;jsessionid=B57BFF73BFDBE8EA42E8E314F93464F8.2_cid394
3841	3841	1BvR1818/96	29.04.2002	1	NA	NA	 den Präsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/04/rk20020429_1bvr181896.html;jsessionid=89F26C3A49D9C2D2FD125543AEDAED33.2_cid370
3842	3842	1BvL4/01	28.04.2003	1	1	1	 den Präsidenten Papier die Richterin Haas den Richter Hoffmann-Riem  	Papier, Haas, Hoffmann-Riem	Papier, Haas, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/04/lk20030428_1bvl000401.html;jsessionid=AC1E978DE56A7FDAB0FBB5ABFDF73990.2_cid370
3843	3843	1BvR782/07	23.10.2007	1	NA	NA	 des Präsidenten Papier der Richterin Hohmann-Dennhardt der Richter Hoffmann-Riem Bryde Gaier Eichberger Schluckebier Kirchhof  	Papier, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof	Papier, Hohmann-Dennhardt, Hoffmann-Riem, Bryde, Gaier, Eichberger, Schluckebier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/10/rs20071023_1bvr078207.html;jsessionid=B57BFF73BFDBE8EA42E8E314F93464F8.2_cid394
3844	3844	1BvR1073/07	15.06.2007	1	3	3	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/06/rk20070615_1bvr107307.html;jsessionid=B2EC19B89D8AF08512724B159718D074.2_cid394
3845	3845	2BvR449/11	14.09.2011	2	1	1	 den Präsidenten Voßkuhle die Richter Gerhardt Landau  	Voßkuhle, Gerhardt, Landau	Voßkuhle, Gerhardt, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/09/rk20110914_2bvr044911.html;jsessionid=E40DA887567FFAD88D597D7B4CD4F7F2.2_cid361
3846	3846	1BvR420/97	18.08.1998	1	2	2	 den Richter Kühling die Richterin Jaeger den Richter Steiner  	Kühling, Jaeger, Steiner	Kühling, Jaeger, Steiner	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/08/rk19980818_1bvr042097.html;jsessionid=B5E238FD19CDE3B3CE14B3899F044F40.2_cid393
3847	3847	2BvR930/04	09.12.2004	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/12/rk20041209_2bvr093004.html;jsessionid=1C5EF24A42CE27959FFD32CF358514A9.2_cid394
3848	3848	1BvQ19/01	12.04.2001	1	1	1	 den Vizepräsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/04/qk20010412_1bvq001901.html;jsessionid=91560C047741D94139EEE82A857BE86E.2_cid383
3849	3849	2BvR1028/15	07.10.2015	2	1	1	 den Präsidenten Voßkuhle   den Richter Landau   die Richterin Hermanns  	Voßkuhle, Landau, Hermanns	Voßkuhle, Landau, Hermanns	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151007_2bvr102815.html;jsessionid=A6A552F1B1F04C2D9131CD6AF4786A9C.2_cid383
3850	3850	2BvR2450/07	09.12.2008	2	1	1	 den Vizepräsidenten Voßkuhle die Richterin Osterloh den Richter Mellinghoff  	Voßkuhle, Osterloh, Mellinghoff	Voßkuhle, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/12/rk20081209_2bvr245007.html;jsessionid=8C27DD3B537BA8A4AA4A1DA505CB18BE.2_cid392
3851	3851	1BvR230/09	25.02.2010	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100225_1bvr023009.html;jsessionid=93304C762381EB18302CC230323A4253.2_cid361
3852	3852	2BvR8/00	09.08.2002	2	1	1	 die Richter Sommer Di Fabio die Richterin Lübbe-Wolff  	Sommer, Di Fabio, Lübbe-Wolff	Sommer, DiFabio, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020809_2bvr000800.html;jsessionid=6A9511453CF0163FFB50C8661A0F4D39.2_cid392
3853	3853	1BvR1162/93	14.01.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/01/rk19990114_1bvr116293.html;jsessionid=4069E3B23837CE3806E33378A7BEBCA2.2_cid394
3854	3854	2BvR219/08	26.06.2008	2	2	2	 die Richter Broß Di Fabio Landau  	Broß, Di Fabio, Landau	Broß, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/06/rk20080626_2bvr021908.html;jsessionid=D31F9251C88C94BF57BA6EC579911254.2_cid361
3855	3855	1BvR1528/14	25.08.2015	1	3	3	 die Richter Gaier   Masing   die Richterin Baer  	Gaier, Masing, Baer	Gaier, Masing, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/08/rk20150825_1bvr152814.html;jsessionid=C1CD69F37E3EEE34754F31E630B4E352.2_cid393
3856	3856	2BvR1387/04	24.11.2009	2	NA	NA	 Vizepräsident Voßkuhle Broß Osterloh Di Fabio Mellinghoff Lübbe-Wolff Gerhardt Landau  	Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	Voßkuhle, Broß, Osterloh, DiFabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/11/rs20091124_2bvr138704.html;jsessionid=45FCF6CB873E3CE7A22EC5619FF9DEF0.2_cid393
3857	3857	1BvR781/98	09.02.2001	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/02/rk20010209_1bvr078198.html;jsessionid=15FCD992CACEF471F56D5220C84849FC.2_cid383
3858	3858	1BvR2529/10	16.03.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/03/rk20110316_1bvr252910.html;jsessionid=BE1B3AC7EAC09A137510248C690328EA.2_cid393
3859	3859	2BvL19/02	14.10.2003	2	2	NA	 die Richter Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/10/lk20031014_2bvl001902.html;jsessionid=D72B2138E5246EE8B25B6AA4FB562CA1.2_cid392
3860	3860	1BvR1506/04	28.06.2005	1	3	3	 den Präsidenten Papier die Richter Steiner Gaier  	Papier, Steiner, Gaier	Papier, Steiner, Gaier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/06/rk20050628_1bvr150604.html;jsessionid=2FA06F89FC454404B9F3F0086895686F.2_cid392
3861	3861	1BvR2132/93	01.12.1999	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/12/rk19991201_1bvr213293.html;jsessionid=93EFC8C02DCB7D21C592A066EB300198.2_cid393
3862	3862	2BvR371/98	26.05.1999	2	3	3	 Präsidentin Limbach die Richter Kirchhof Jentsch  	Limbach, Kirchhof, Jentsch	Limbach, Kirchhof, Jentsch	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/05/rk19990526_2bvr037198.html;jsessionid=EF9CFB45D94E8EE5BAF98D7CAD323484.2_cid361
3863	3863	1BvR2236/06	14.12.2006	1	1	1	 den Präsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/12/rk20061214_1bvr223606.html;jsessionid=F04E2563BE99DC47EE7FB0CEB264A710.2_cid394
3864	3864	2BvR741/10	18.04.2012	2	3	3	 die Richterin Lübbe-Wolff den Richter Huber die Richterin Kessal-Wulf  	Lübbe-Wolff, Huber, Kessal-Wulf	Lübbe-Wolff, Huber, Kessal-Wulf	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/04/rk20120418_2bvr074110.html;jsessionid=AD280F8DA5439E47539CBBF725F4103D.2_cid361
3865	3865	1BvR2459/06	12.11.2008	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/11/rk20081112_1bvr245906.html;jsessionid=A374D93B61BE80F97A9AF8F7A4C88A98.2_cid361
3866	3866	2BvC39/14	20.02.2016	2	NA	NA	 Präsident Voßkuhle   Landau   Huber   Hermanns   Müller   Kessal-Wulf   König   Maidowski  	Voßkuhle, Landau, Huber, Hermanns, Müller, Kessal-Wulf, König, Maidowski	Voßkuhle, Landau, Huber, Hermanns, Müller, Kessal-Wulf, König, Maidowski	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2016/02/cs20160220_2bvc003914.html;jsessionid=9F1C2A724B210D4842B8F60EA0166357.2_cid392
3867	3867	1BvR799/98	15.09.2006	1	3	3	 die Richter Steiner Gaier Eichberger  	Steiner, Gaier, Eichberger	Steiner, Gaier, Eichberger	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/09/rk20060915_1bvr079998.html;jsessionid=6DE55F6CB9BFCB6C3732C6040FF5BB50.2_cid394
3868	3868	2BvR590/08	31.03.2008	2	1	1	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/03/rk20080331_2bvr059008.html;jsessionid=CA8A581EB87E5CC300CD5AB3188869DC.2_cid394
3869	3869	2BvR1843/00	27.09.2002	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/09/rk20020927_2bvr184300.html;jsessionid=6D606D72885ADEC427E4DEC4659BB909.2_cid383
3870	3870	2BvR1664/04	30.06.2005	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/06/rk20050630a_2bvr166404.html;jsessionid=2FA06F89FC454404B9F3F0086895686F.2_cid392
3871	3871	2BvR1989/97	21.06.2000	2	1	1	 Richter Sommer Broß die Richterin Osterloh  	Sommer, Broß, Osterloh	Sommer, Broß, Osterloh	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/06/rk20000621_2bvr198997.html;jsessionid=187FC702D8B1B78231535899C998ECBE.2_cid393
3872	3872	1BvR177/08	17.12.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/12/rk20081217_1bvr017708.html;jsessionid=268DF36053F5BD60025805690B0B4CF6.2_cid392
